Wall time,Step,Value
1531315339.6934369,270,2.5971760749816895
1531315342.0950112,272,2.7599847316741943
1531315348.0741816,277,2.384223222732544
1531315364.9940867,291,2.508852481842041
1531315370.9595191,296,2.343512535095215
1531315372.1583507,297,2.524637222290039
1531315377.0644825,301,2.437333583831787
1531315378.3137274,302,2.3654239177703857
1531315383.1846328,306,2.565580129623413
1531315384.378366,307,2.522094249725342
1531315386.75986,309,2.429987668991089
1531315390.3180616,312,2.569209098815918
1531315396.2701035,317,2.40228009223938
1531315397.4892483,318,2.4082860946655273
1531315404.7808936,324,2.4410603046417236
1531315405.9917161,325,2.1957271099090576
1531315407.210044,326,2.063572645187378
1531315410.7865484,329,2.5709519386291504
1531315421.5994542,338,2.4831676483154297
1531315431.3175712,346,2.300407648086548
1531315447.038836,359,2.422269582748413
1531315450.6374748,362,2.251176357269287
1531315455.4527028,366,2.556614398956299
1531315462.8011534,372,2.474858045578003
1531315467.6440225,376,2.2179110050201416
1531315468.8473268,377,2.4581892490386963
1531315470.0633938,378,2.0691802501678467
1531315478.4208977,385,2.0585336685180664
1531315484.3465502,390,2.2433810234069824
1531315485.5301895,391,2.5004563331604004
1531315528.2380002,406,2.1613640785217285
1531315536.0547485,413,2.006254196166992
1531315542.7626593,419,1.869974970817566
1531315543.8882365,420,2.0140719413757324
1531315546.1311579,422,1.9847397804260254
1531315552.9907534,428,1.9424748420715332
1531315563.522301,437,1.9329643249511719
1531315565.887821,439,2.003120183944702
1531315567.0409324,440,2.155913829803467
1531315570.5824149,443,1.898114800453186
1531315577.7976282,449,1.9705619812011719
1531315589.355702,458,1.866452932357788
1531315592.8924518,461,1.996809482574463
1531315594.077277,462,1.9944230318069458
1531315605.0171778,471,1.8478020429611206
1531315606.2369914,472,1.9394196271896362
1531315619.4578888,483,2.267852783203125
1531315623.2036157,486,1.9783070087432861
1531315624.4359963,487,2.076206684112549
1531315626.859177,489,1.8700283765792847
1531315629.2967246,491,1.9481406211853027
1531315646.2450962,505,1.9024410247802734
1531315652.291719,510,1.9421849250793457
1531315654.6646063,512,1.8535076379776
1531315658.3415465,515,2.122054100036621
1531315668.042365,523,1.9738495349884033
1531315675.2319448,529,1.7238149642944336
1531315677.694141,531,1.9540703296661377
1531315681.348786,534,1.9266905784606934
1531315682.5853858,535,1.7847416400909424
1531315686.2470622,538,1.8805538415908813
1531315688.668291,540,2.0215275287628174
1531315694.8446422,545,1.9809110164642334
1531315696.0658944,546,1.8414736986160278
1531315707.0122147,555,1.8679633140563965
1531315709.4135695,557,1.8667343854904175
1531315714.2330556,561,1.8146005868911743
1531315715.4496996,562,1.8065943717956543
1531315721.55313,567,1.8823341131210327
1531315726.3396869,571,1.786058783531189
1531315727.5557485,572,1.7930388450622559
1531315733.597375,577,1.98274827003479
1531315735.9513783,579,1.8501629829406738
1531315737.1459901,580,1.8389630317687988
1531315738.3480449,581,2.058155059814453
1531315739.514848,582,1.9823774099349976
1531315742.0619912,584,1.7950081825256348
1531315743.3064437,585,1.6743708848953247
1531315749.3824582,590,1.897740125656128
1531315750.5867138,591,1.7892227172851562
1531315759.0630462,598,1.8571380376815796
1531315766.142402,599,1.8108065128326416
1531315792.1151516,605,1.90339195728302
1531315794.3508644,607,1.5276262760162354
1531315799.9246206,612,1.5642530918121338
1531315805.5668514,617,1.5786195993423462
1531315807.7909338,619,1.607993721961975
1531315821.383862,631,1.5406349897384644
1531315829.4781866,638,1.680371642112732
1531315830.6589558,639,1.608323097229004
1531315832.9637277,641,1.7530244588851929
1531315834.1277432,642,1.6377333402633667
1531315835.3186402,643,1.6662884950637817
1531315836.5334256,644,1.6295899152755737
1531315838.9453986,646,1.529552698135376
1531315842.5324843,649,1.6728501319885254
1531315847.3281066,653,1.6854790449142456
1531315853.2553375,658,1.7370619773864746
1531315856.806689,661,1.7541502714157104
1531315861.588222,665,1.7287333011627197
1531315865.2006156,668,1.6139518022537231
1531315866.391104,669,1.5984089374542236
1531315868.8025928,671,1.7187247276306152
1531315870.0185287,672,1.629685640335083
1531315873.6296446,675,1.6538903713226318
1531315874.842578,676,1.6277879476547241
1531315878.484693,679,1.7146553993225098
1531315879.677406,680,1.6301558017730713
1531315885.604115,685,1.5338777303695679
1531315886.809303,686,1.732891321182251
1531315895.2211828,693,1.5130842924118042
1531315898.8028402,696,1.6446726322174072
1531315903.7797213,700,1.6143994331359863
1531315907.4085271,703,1.6736704111099243
1531315909.8145428,705,1.614964246749878
1531315912.2611413,707,1.8652770519256592
1531315917.0473683,711,1.6807743310928345
1531315921.8983274,715,1.7583626508712769
1531315925.5226276,718,1.576874017715454
1531315926.6987026,719,1.5656579732894897
1531315927.882235,720,1.5161993503570557
1531315929.0547223,721,1.526239037513733
1531315936.3556638,727,1.6316179037094116
1531315943.6339386,733,1.6711416244506836
1531315946.0461206,735,1.6636539697647095
1531315947.244189,736,1.650334358215332
1531315952.0131927,740,1.5964058637619019
1531315955.6138406,743,1.3765910863876343
1531315956.7933211,744,1.50666344165802
1531315960.447093,747,1.6302040815353394
1531315961.6630154,748,1.6252731084823608
1531315962.8835382,749,1.526476263999939
1531315965.3392828,751,1.6584630012512207
1531315967.717676,753,1.6153719425201416
1531315974.8674276,759,1.530938744544983
1531315978.4215136,762,1.6830742359161377
1531315979.6218207,763,1.6235874891281128
1531315983.234584,766,1.470507264137268
1531315984.4248817,767,1.5897188186645508
1531315985.6336656,768,1.5748653411865234
1531315988.0338397,770,1.4913275241851807
1531315989.2172682,771,1.4850866794586182
1531315996.4873855,777,1.6209405660629272
1531316001.3342967,781,1.5731675624847412
1531316002.52156,782,1.6796284914016724
1531316004.8776696,784,1.7708982229232788
1531316007.2378461,786,1.5637195110321045
1531316009.6432526,788,1.6917481422424316
1531316010.8371966,789,1.5840284824371338
1531316012.0260277,790,1.4849793910980225
1531316013.21281,791,1.6913249492645264
1531316014.403456,792,1.5813339948654175
1531316017.9754953,795,1.668586015701294
1531316022.7828465,799,1.6733750104904175
1531316050.2366555,801,1.4944939613342285
1531316052.4798768,803,1.3987867832183838
1531316053.5905151,804,1.3149347305297852
1531316054.700373,805,1.2898459434509277
1531316061.4223983,811,1.2931784391403198
1531316062.5537126,812,1.3126167058944702
1531316064.7867754,814,1.364795207977295
1531316068.1561291,817,1.3199188709259033
1531316072.6580763,821,1.4263710975646973
1531316076.0318732,824,1.5655927658081055
1531316079.4465718,827,1.5490769147872925
1531316080.59134,828,1.436309814453125
1531316082.9457214,830,1.4123954772949219
1531316085.2393596,832,1.4314892292022705
1531316087.5275702,834,1.4487719535827637
1531316093.4520168,839,1.532441258430481
1531316096.8876798,842,1.3766061067581177
1531316121.8219812,863,1.5333579778671265
1531316124.2667434,865,1.508650541305542
1531316125.4756944,866,1.4942197799682617
1531316130.2825499,870,1.3490586280822754
1531316132.6853127,872,1.5207473039627075
1531316137.4426227,876,1.4712138175964355
1531316139.8217175,878,1.2923812866210938
1531316142.2204814,880,1.3969508409500122
1531316145.7804127,883,1.2758362293243408
1531316148.1506093,885,1.4503233432769775
1531316149.3341773,886,1.3937456607818604
1531316156.5673654,892,1.385460376739502
1531316161.5211506,896,1.323880672454834
1531316169.9547758,903,1.4204461574554443
1531316171.123108,904,1.6037678718566895
1531316172.3078635,905,1.410457968711853
1531316173.4699917,906,1.6120201349258423
1531316179.5688329,911,1.3557965755462646
1531316182.0145314,913,1.375471591949463
1531316185.6738753,916,1.3851816654205322
1531316186.8744721,917,1.3434889316558838
1531316188.062353,918,1.3841423988342285
1531316189.2559922,919,1.4050538539886475
1531316198.8562,927,1.4068118333816528
1531316200.0714364,928,1.524897813796997
1531316203.6862707,931,1.3729246854782104
1531316212.1126993,938,1.3438119888305664
1531316215.7894619,941,1.3885481357574463
1531316225.4126353,949,1.412945032119751
1531316226.622511,950,1.449694037437439
1531316229.0202308,952,1.4678102731704712
1531316230.2043908,953,1.5852504968643188
1531316231.379821,954,1.5945236682891846
1531316234.927976,957,1.2815800905227661
1531316236.140686,958,1.3819159269332886
1531316241.0462358,962,1.4948480129241943
1531316247.100638,967,1.270032525062561
1531316248.3020363,968,1.38599693775177
1531316253.0817616,972,1.3751269578933716
1531316254.2703395,973,1.4843953847885132
1531316255.462343,974,1.3006962537765503
1531316256.668636,975,1.3964307308197021
1531316260.2825918,978,1.4082415103912354
1531316261.5217788,979,1.5720374584197998
1531316262.747688,980,1.5198805332183838
1531316266.4092407,983,1.334611415863037
1531316267.6129868,984,1.3344188928604126
1531316277.170969,992,1.3567088842391968
1531316281.8675573,996,1.4853622913360596
1531316284.2882574,998,1.4276868104934692
1531316291.4303567,999,1.438116431236267
1531316311.8100002,1000,1.2341322898864746
1531316315.0968587,1003,1.3206084966659546
1531316319.5554402,1007,1.336864948272705
1531316320.6617918,1008,1.1372781991958618
1531316321.7788608,1009,1.2119126319885254
1531316325.122742,1012,1.222485065460205
1531316334.120269,1020,1.1118723154067993
1531316336.3274078,1022,1.2410764694213867
1531316340.7892084,1026,1.286828637123108
1531316341.9271264,1027,1.1370285749435425
1531316345.378089,1030,1.2562748193740845
